name,coeff,label,segment,term,hcc,source_version
CFD_HCC22,0.409, Bladder/Colorectal/and Other Cancers,CFD,HCC22,22,cmshcc_v28_py2026
CFD_HCC23,0.218, Prostate/Breast/and Other Cancers and Tumors,CFD,HCC23,23,cmshcc_v28_py2026
CFD_HCC35,0.573, Pancreas Transplant Status,CFD,HCC35,35,cmshcc_v28_py2026
CFD_HCC36,0.235, Diabetes with Severe Acute Complications,CFD,HCC36,36,cmshcc_v28_py2026
CFD_HCC37,0.235, Diabetes with Chronic Complications,CFD,HCC37,37,cmshcc_v28_py2026
CFD_HCC38,0.235, Diabetes with Glycemic/Unspecified/No Complications,CFD,HCC38,38,cmshcc_v28_py2026
CFD_HCC48,0.178, Morbid Obesity,CFD,HCC48,48,cmshcc_v28_py2026
CFD_HCC49,6.399, Specified Lysosomal Storage Disorders,CFD,HCC49,49,cmshcc_v28_py2026
CFD_HCC50,0.789, Amyloidosis/Porphyria/and Other Specified Metabolic Disorders,CFD,HCC50,50,cmshcc_v28_py2026
CFD_HCC51,0.654, Addisons and Cushings Diseases/Acromegaly/and Other Specified Endocrine Disorders,CFD,HCC51,51,cmshcc_v28_py2026
CFD_HCC62,0.409, Liver Transplant Status/Complications,CFD,HCC62,62,cmshcc_v28_py2026
CFD_HCC63,1.209, Chronic Liver Failure/End-Stage Liver Disorders,CFD,HCC63,63,cmshcc_v28_py2026
CFD_HCC64,0.414, Cirrhosis of Liver,CFD,HCC64,64,cmshcc_v28_py2026
CFD_HCC65,0.220, Chronic Hepatitis,CFD,HCC65,65,cmshcc_v28_py2026
CFD_HCC68,0.354, Cholangitis and Obstruction of Bile Duct Without Gallstones,CFD,HCC68,68,cmshcc_v28_py2026
CFD_HCC77,6.161, Intestine Transplant Status/Complications,CFD,HCC77,77,cmshcc_v28_py2026
CFD_HCC78,0.548, Intestinal Obstruction/Perforation,CFD,HCC78,78,cmshcc_v28_py2026
CFD_HCC79,0.799, Chronic Pancreatitis,CFD,HCC79,79,cmshcc_v28_py2026
CFD_HCC80,0.651, Crohns Disease (Regional Enteritis),CFD,HCC80,80,cmshcc_v28_py2026
CFD_HCC81,0.286, Ulcerative Colitis,CFD,HCC81,81,cmshcc_v28_py2026
CFD_HCC92,0.632, Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,CFD,HCC92,92,cmshcc_v28_py2026
CFD_HCC93,0.384, Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,CFD,HCC93,93,cmshcc_v28_py2026
CFD_HCC94,0.250, Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,CFD,HCC94,94,cmshcc_v28_py2026
CFD_HCC107,1.939, Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero,CFD,HCC107,107,cmshcc_v28_py2026
CFD_HCC108,0.408, Sickle Cell Disorders/Except Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero; Beta Thalassemia Major,CFD,HCC108,108,cmshcc_v28_py2026
CFD_HCC109,1.541, Acquired Hemolytic/Aplastic/and Sideroblastic Anemias,CFD,HCC109,109,cmshcc_v28_py2026
CFD_HCC111,31.424, Hemophilia/Male,CFD,HCC111,111,cmshcc_v28_py2026
CFD_HCC112,0.634, Immune Thrombocytopenia and Specified Coagulation Defects and Hemorrhagic Conditions,CFD,HCC112,112,cmshcc_v28_py2026
CFD_HCC114,2.670, Common Variable and Combined Immunodeficiencies,CFD,HCC114,114,cmshcc_v28_py2026
CFD_HCC115,0.498, Specified Immunodeficiencies and White Blood Cell Disorders,CFD,HCC115,115,cmshcc_v28_py2026
CFD_HCC125,0.367, Dementia/Severe,CFD,HCC125,125,cmshcc_v28_py2026
CFD_HCC126,0.367, Dementia/Moderate,CFD,HCC126,126,cmshcc_v28_py2026
CFD_HCC127,0.367, Dementia/Mild or Unspecified,CFD,HCC127,127,cmshcc_v28_py2026
CFD_HCC135,1.181, Drug Use with Psychotic Complications,CFD,HCC135,135,cmshcc_v28_py2026
CFD_HCC136,1.181, Alcohol Use with Psychotic Complications,CFD,HCC136,136,cmshcc_v28_py2026
CFD_HCC137,0.471, Drug Use Disorder/Moderate/Severe/Drug Use with Non-Psychotic Complications,CFD,HCC137,137,cmshcc_v28_py2026
CFD_HCC138,0.384, Drug Use Disorder/Mild/Uncomplicated/Except Cannabis,CFD,HCC138,138,cmshcc_v28_py2026
CFD_HCC139,0.250, Alcohol Use Disorder/Moderate/Severe/Alcohol Use with Specified Non-Psychotic Complications,CFD,HCC139,139,cmshcc_v28_py2026
CFD_HCC151,0.414, Schizophrenia,CFD,HCC151,151,cmshcc_v28_py2026
CFD_HCC152,0.255, Psychosis/Except Schizophrenia,CFD,HCC152,152,cmshcc_v28_py2026
CFD_HCC153,0.255, Personality Disorders; Anorexia/Bulimia Nervosa,CFD,HCC153,153,cmshcc_v28_py2026
CFD_HCC154,0.126, Bipolar Disorders without Psychosis,CFD,HCC154,154,cmshcc_v28_py2026
CFD_HCC155,0.126, Major Depression/Moderate or Severe/without Psychosis,CFD,HCC155,155,cmshcc_v28_py2026
CFD_HCC180,1.095, Quadriplegia,CFD,HCC180,180,cmshcc_v28_py2026
CFD_HCC181,0.832, Paraplegia,CFD,HCC181,181,cmshcc_v28_py2026
CFD_HCC182,0.308, Spinal Cord Disorders/Injuries,CFD,HCC182,182,cmshcc_v28_py2026
CFD_HCC190,3.642, Amyotrophic Lateral Sclerosis and Other Motor Neuron Disease/Spinal Muscular Atrophy,CFD,HCC190,190,cmshcc_v28_py2026
CFD_HCC191,0.466, Quadriplegic Cerebral Palsy,CFD,HCC191,191,cmshcc_v28_py2026
CFD_HCC192,0.067, Cerebral Palsy/Except Quadriplegic,CFD,HCC192,192,cmshcc_v28_py2026
CFD_HCC193,0.939, Chronic Inflammatory Demyelinating Polyneuritis and Multifocal Motor Neuropathy,CFD,HCC193,193,cmshcc_v28_py2026
CFD_HCC195,3.323, Myasthenia Gravis with (Acute) Exacerbation,CFD,HCC195,195,cmshcc_v28_py2026
CFD_HCC196,0.507, Myasthenia Gravis without (Acute) Exacerbation and Other Myoneural Disorders,CFD,HCC196,196,cmshcc_v28_py2026
CFD_HCC197,0.681, Muscular Dystrophy,CFD,HCC197,197,cmshcc_v28_py2026
CFD_HCC198,1.143, Multiple Sclerosis,CFD,HCC198,198,cmshcc_v28_py2026
CFD_HCC199,0.504, Parkinson and Other Degenerative Disease of Basal Ganglia,CFD,HCC199,199,cmshcc_v28_py2026
CFD_HCC200,0.281, Friedreich and Other Hereditary Ataxias; Huntington Disease,CFD,HCC200,200,cmshcc_v28_py2026
CFD_HCC201,0.170, Seizure Disorders and Convulsions,CFD,HCC201,201,cmshcc_v28_py2026
CFD_HCC202,0.279, Coma/Brain Compression/Anoxic Damage,CFD,HCC202,202,cmshcc_v28_py2026
CFD_HCC211,1.418, Respirator Dependence/Tracheostomy Status/Complications,CFD,HCC211,211,cmshcc_v28_py2026
CFD_HCC212,0.662, Respiratory Arrest,CFD,HCC212,212,cmshcc_v28_py2026
CFD_HCC213,0.662, Cardio-Respiratory Failure and Shock,CFD,HCC213,213,cmshcc_v28_py2026
CFD_HCC221,1.781, Heart Transplant Status/Complications,CFD,HCC221,221,cmshcc_v28_py2026
CFD_HCC222,6.612, End-Stage Heart Failure,CFD,HCC222,222,cmshcc_v28_py2026
CFD_HCC223,6.612, Heart Failure with Heart Assist Device/Artificial Heart,CFD,HCC223,223,cmshcc_v28_py2026
CFD_HCC224,0.537, Acute on Chronic Heart Failure,CFD,HCC224,224,cmshcc_v28_py2026
CFD_HCC225,0.537, Acute Heart Failure (Excludes Acute on Chronic),CFD,HCC225,225,cmshcc_v28_py2026
CFD_HCC226,0.537, Heart Failure/Except End-Stage and Acute,CFD,HCC226,226,cmshcc_v28_py2026
CFD_HCC227,0.198, Cardiomyopathy/Myocarditis,CFD,HCC227,227,cmshcc_v28_py2026
CFD_HCC228,0.517, Acute Myocardial Infarction,CFD,HCC228,228,cmshcc_v28_py2026
CFD_HCC229,0.458, Unstable Angina and Other Acute Ischemic Heart Disease,CFD,HCC229,229,cmshcc_v28_py2026
CFD_HCC238,0.304, Specified Heart Arrhythmias,CFD,HCC238,238,cmshcc_v28_py2026
CFD_HCC248,0.332, Intracranial Hemorrhage,CFD,HCC248,248,cmshcc_v28_py2026
CFD_HCC249,0.277, Ischemic or Unspecified Stroke,CFD,HCC249,249,cmshcc_v28_py2026
CFD_HCC253,0.390, Hemiplegia/Hemiparesis,CFD,HCC253,253,cmshcc_v28_py2026
CFD_HCC254,0.365, Monoplegia/Other Paralytic Syndromes,CFD,HCC254,254,cmshcc_v28_py2026
CFD_HCC263,1.276, Atherosclerosis of Arteries of the Extremities with Ulceration or Gangrene,CFD,HCC263,263,cmshcc_v28_py2026
CFD_HCC264,0.461, Vascular Disease with Complications,CFD,HCC264,264,cmshcc_v28_py2026
CFD_HCC267,0.568, Deep Vein Thrombosis and Pulmonary Embolism,CFD,HCC267,267,cmshcc_v28_py2026
CFD_HCC276,2.292, Lung Transplant Status/Complications,CFD,HCC276,276,cmshcc_v28_py2026
CFD_HCC277,3.760, Cystic Fibrosis,CFD,HCC277,277,cmshcc_v28_py2026
CFD_HCC278,1.640, Idiopathic Pulmonary Fibrosis and Lung Involvement in Systemic Sclerosis,CFD,HCC278,278,cmshcc_v28_py2026
CFD_HCC279,0.808, Severe Persistent Asthma,CFD,HCC279,279,cmshcc_v28_py2026
CFD_HCC280,0.281, Chronic Obstructive Pulmonary Disease/Interstitial Lung Disorders/and Other Chronic Lung Disorders,CFD,HCC280,280,cmshcc_v28_py2026
CFD_HCC282,0.269, Aspiration and Specified Bacterial Pneumonias,CFD,HCC282,282,cmshcc_v28_py2026
CFD_HCC283,0.074, Empyema/Lung Abscess,CFD,HCC283,283,cmshcc_v28_py2026
CFD_HCC298,0.319, Severe Diabetic Eye Disease/Retinal Vein Occlusion/and Vitreous Hemorrhage,CFD,HCC298,298,cmshcc_v28_py2026
CFD_HCC300,0.255, Exudative Macular Degeneration,CFD,HCC300,300,cmshcc_v28_py2026
CFD_HCC326,0.946, Chronic Kidney Disease/Stage 5,CFD,HCC326,326,cmshcc_v28_py2026
CFD_HCC327,0.661, Chronic Kidney Disease/Severe (Stage 4),CFD,HCC327,327,cmshcc_v28_py2026
CFD_HCC328,0.181, Chronic Kidney Disease/Moderate (Stage 3B),CFD,HCC328,328,cmshcc_v28_py2026
CFD_HCC329,0.181, Chronic Kidney Disease/Moderate (Stage 3/Except 3B),CFD,HCC329,329,cmshcc_v28_py2026
CFD_HCC379,2.570, Pressure Ulcer of Skin with Necrosis Through to Muscle/Tendon/Bone,CFD,HCC379,379,cmshcc_v28_py2026
CFD_HCC380,1.285, Chronic Ulcer of Skin/Except Pressure/Through to Bone or Muscle,CFD,HCC380,380,cmshcc_v28_py2026
CFD_HCC381,1.192, Pressure Ulcer of Skin with Full Thickness Skin Loss,CFD,HCC381,381,cmshcc_v28_py2026
CFD_HCC382,0.935, Pressure Ulcer of Skin with Partial Thickness Skin Loss,CFD,HCC382,382,cmshcc_v28_py2026
CFD_HCC383,0.707, Chronic Ulcer of Skin/Except Pressure/Not Specified as Through to Bone or Muscle,CFD,HCC383,383,cmshcc_v28_py2026
CFD_HCC385,0.857, Severe Skin Burn,CFD,HCC385,385,cmshcc_v28_py2026
CFD_HCC387,0.622, Pemphigus/Pemphigoid/and Other Specified Autoimmune Skin Disorders,CFD,HCC387,387,cmshcc_v28_py2026
CFD_HCC397,0.190, Major Head Injury with Loss of Consciousness > 1 Hour,CFD,HCC397,397,cmshcc_v28_py2026
CFD_HCC398,0.190, Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,CFD,HCC398,398,cmshcc_v28_py2026
CFD_HCC399,0.190, Major Head Injury without Loss of Consciousness,CFD,HCC399,399,cmshcc_v28_py2026
CFD_HCC401,0.559, Vertebral Fractures without Spinal Cord Injury,CFD,HCC401,401,cmshcc_v28_py2026
CFD_HCC402,0.570, Hip Fracture/Dislocation,CFD,HCC402,402,cmshcc_v28_py2026
CFD_HCC405,0.844, Traumatic Amputations and Complications,CFD,HCC405,405,cmshcc_v28_py2026
CFD_HCC409,0.844, Amputation Status/Lower Limb/Amputation Complications,CFD,HCC409,409,cmshcc_v28_py2026
CFD_HCC454,0.608, Stem Cell/Including Bone Marrow/Transplant Status/Complications,CFD,HCC454,454,cmshcc_v28_py2026
CFD_HCC463,0.947, Artificial Openings for Feeding or Elimination,CFD,HCC463,463,cmshcc_v28_py2026
CFD_DIABETES_HF_V28,0.041, Diabetes*Heart Failure,CFD,DIABETES_HF_V28,,cmshcc_v28_py2026
CFD_HF_CHR_LUNG_V28,0.097, Heart Failure*Chronic Lung Disorder,CFD,HF_CHR_LUNG_V28,,cmshcc_v28_py2026
CFD_HF_KIDNEY_V28,0.420, Heart Failure*Kidney,CFD,HF_KIDNEY_V28,,cmshcc_v28_py2026
CFD_CHR_LUNG_CARD_RESP_FAIL_V28,0.275, Chronic Lung Disorder*Cardiorespiratory Failure,CFD,CHR_LUNG_CARD_RESP_FAIL_V28,,cmshcc_v28_py2026
CFD_HF_HCC238_V28,0.372, Heart Failure*Specified Heart Arrhythmias,CFD,HF_HCC238_V28,,cmshcc_v28_py2026
CFD_gSubUseDisorder_gPsych_V28,0.152, Substance Use Disorder*Psychiatric,CFD,gSubUseDisorder_gPsych_V28,,cmshcc_v28_py2026
CFD_D5,0.095, 5 payment HCCs,CFD,D5,,cmshcc_v28_py2026
CFD_D6,0.245, 6 payment HCCs,CFD,D6,,cmshcc_v28_py2026
CFD_D7,0.472, 7 payment HCCs,CFD,D7,,cmshcc_v28_py2026
CFD_D8,0.607, 8 payment HCCs,CFD,D8,,cmshcc_v28_py2026
CFD_D9,0.841, 9 payment HCCs,CFD,D9,,cmshcc_v28_py2026
CFD_D10P,1.471, 10 or more payment HCCs,CFD,D10P,,cmshcc_v28_py2026
CFD_D1,0.000, 1 payment HCC,CFD,D1,,cmshcc_v28_py2026
CFD_D2,0.000, 2 payment HCCs,CFD,D2,,cmshcc_v28_py2026
CFD_D3,0.000, 3 payment HCCs,CFD,D3,,cmshcc_v28_py2026
CFD_D4,0.000, 4 payment HCCs,CFD,D4,,cmshcc_v28_py2026
CPA_F65_69,0.365, Female 65-69,CPA,F65_69,,cmshcc_v28_py2026
CPA_F70_74,0.423, Female 70-74,CPA,F70_74,,cmshcc_v28_py2026
CPA_F75_79,0.485, Female 75-79,CPA,F75_79,,cmshcc_v28_py2026
CPA_F80_84,0.544, Female 80-84,CPA,F80_84,,cmshcc_v28_py2026
CPA_F85_89,0.618, Female 85-89,CPA,F85_89,,cmshcc_v28_py2026
CPA_F90_94,0.738, Female 90-94,CPA,F90_94,,cmshcc_v28_py2026
CPA_F95_GT,0.835, Female 95+,CPA,F95_GT,,cmshcc_v28_py2026
CPA_M65_69,0.375, Male 65-69,CPA,M65_69,,cmshcc_v28_py2026
CPA_M70_74,0.417, Male 70-74,CPA,M70_74,,cmshcc_v28_py2026
CPA_M75_79,0.498, Male 75-79,CPA,M75_79,,cmshcc_v28_py2026
CPA_M80_84,0.565, Male 80-84,CPA,M80_84,,cmshcc_v28_py2026
CPA_M85_89,0.615, Male 85-89,CPA,M85_89,,cmshcc_v28_py2026
CPA_M90_94,0.712, Male 90-94,CPA,M90_94,,cmshcc_v28_py2026
CPA_M95_GT,0.904, Male 95+,CPA,M95_GT,,cmshcc_v28_py2026
CPA_OriginallyDisabled_Female,0.103, Originally Disabled Female,CPA,OriginallyDisabled_Female,,cmshcc_v28_py2026
CPA_OriginallyDisabled_Male,0.075, Originally Disabled Male,CPA,OriginallyDisabled_Male,,cmshcc_v28_py2026
CPA_HCC1,0.196, HIV/AIDS,CPA,HCC1,1,cmshcc_v28_py2026
CPA_HCC2,0.447, Septicemia/Sepsis/Systemic Inflammatory Response Syndrome/Shock,CPA,HCC2,2,cmshcc_v28_py2026
CPA_HCC6,0.518, Opportunistic Infections,CPA,HCC6,6,cmshcc_v28_py2026
CPA_HCC17,3.946, Cancer Metastatic to Lung/Liver/Brain/and Other Organs; Acute Myeloid Leukemia Except Promyelocytic,CPA,HCC17,17,cmshcc_v28_py2026
CPA_HCC18,2.166, Cancer Metastatic to Bone/Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid,CPA,HCC18,18,cmshcc_v28_py2026
CPA_HCC19,1.520, Myelodysplastic Syndromes/Multiple Myeloma/and Other Cancers,CPA,HCC19,19,cmshcc_v28_py2026
CPA_HCC20,1.214, Lung and Other Severe Cancers,CPA,HCC20,20,cmshcc_v28_py2026
CPA_HCC21,0.627, Lymphoma and Other Cancers,CPA,HCC21,21,cmshcc_v28_py2026
CPA_HCC22,0.410, Bladder/Colorectal/and Other Cancers,CPA,HCC22,22,cmshcc_v28_py2026
CPA_HCC23,0.203, Prostate/Breast/and Other Cancers and Tumors,CPA,HCC23,23,cmshcc_v28_py2026
CPA_HCC35,1.117, Pancreas Transplant Status,CPA,HCC35,35,cmshcc_v28_py2026
CPA_HCC36,0.166, Diabetes with Severe Acute Complications,CPA,HCC36,36,cmshcc_v28_py2026
CPA_HCC37,0.166, Diabetes with Chronic Complications,CPA,HCC37,37,cmshcc_v28_py2026
CPA_HCC38,0.166, Diabetes with Glycemic/Unspecified/No Complications,CPA,HCC38,38,cmshcc_v28_py2026
CPA_HCC48,0.164, Morbid Obesity,CPA,HCC48,48,cmshcc_v28_py2026
CPA_HCC49,3.269, Specified Lysosomal Storage Disorders,CPA,HCC49,49,cmshcc_v28_py2026
CPA_HCC50,0.435, Amyloidosis/Porphyria/and Other Specified Metabolic Disorders,CPA,HCC50,50,cmshcc_v28_py2026
CPA_HCC51,0.313, Addisons and Cushings Diseases/Acromegaly/and Other Specified Endocrine Disorders,CPA,HCC51,51,cmshcc_v28_py2026
CPA_HCC62,0.571, Liver Transplant Status/Complications,CPA,HCC62,62,cmshcc_v28_py2026
CPA_HCC63,0.861, Chronic Liver Failure/End-Stage Liver Disorders,CPA,HCC63,63,cmshcc_v28_py2026
CPA_HCC64,0.391, Cirrhosis of Liver,CPA,HCC64,64,cmshcc_v28_py2026
CPA_HCC65,0.156, Chronic Hepatitis,CPA,HCC65,65,cmshcc_v28_py2026
CPA_HCC68,0.391, Cholangitis and Obstruction of Bile Duct Without Gallstones,CPA,HCC68,68,cmshcc_v28_py2026
CPA_HCC77,5.039, Intestine Transplant Status/Complications,CPA,HCC77,77,cmshcc_v28_py2026
CPA_HCC78,0.478, Intestinal Obstruction/Perforation,CPA,HCC78,78,cmshcc_v28_py2026
CPA_HCC79,0.444, Chronic Pancreatitis,CPA,HCC79,79,cmshcc_v28_py2026
CPA_HCC80,0.479, Crohns Disease (Regional Enteritis),CPA,HCC80,80,cmshcc_v28_py2026
CPA_HCC81,0.205, Ulcerative Colitis,CPA,HCC81,81,cmshcc_v28_py2026
CPA_HCC92,0.471, Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis,CPA,HCC92,92,cmshcc_v28_py2026
CPA_HCC93,0.405, Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,CPA,HCC93,93,cmshcc_v28_py2026
CPA_HCC94,0.224, Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders,CPA,HCC94,94,cmshcc_v28_py2026
CPA_HCC107,0.303, Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero,CPA,HCC107,107,cmshcc_v28_py2026
CPA_HCC108,0.303, Sickle Cell Disorders/Except Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero; Beta Thalassemia Major,CPA,HCC108,108,cmshcc_v28_py2026
CPA_HCC109,1.009, Acquired Hemolytic/Aplastic/and Sideroblastic Anemias,CPA,HCC109,109,cmshcc_v28_py2026
CPA_HCC111,11.201, Hemophilia/Male,CPA,HCC111,111,cmshcc_v28_py2026
CPA_HCC112,0.574, Immune Thrombocytopenia and Specified Coagulation Defects and Hemorrhagic Conditions,CPA,HCC112,112,cmshcc_v28_py2026
CPA_HCC114,2.137, Common Variable and Combined Immunodeficiencies,CPA,HCC114,114,cmshcc_v28_py2026
CPA_HCC115,0.302, Specified Immunodeficiencies and White Blood Cell Disorders,CPA,HCC115,115,cmshcc_v28_py2026
CPA_HCC125,0.401, Dementia/Severe,CPA,HCC125,125,cmshcc_v28_py2026
CPA_HCC126,0.401, Dementia/Moderate,CPA,HCC126,126,cmshcc_v28_py2026
CPA_HCC127,0.401, Dementia/Mild or Unspecified,CPA,HCC127,127,cmshcc_v28_py2026
CPA_HCC135,0.522, Drug Use with Psychotic Complications,CPA,HCC135,135,cmshcc_v28_py2026
CPA_HCC136,0.522, Alcohol Use with Psychotic Complications,CPA,HCC136,136,cmshcc_v28_py2026
CPA_HCC137,0.394, Drug Use Disorder/Moderate/Severe/Drug Use with Non-Psychotic Complications,CPA,HCC137,137,cmshcc_v28_py2026
CPA_HCC138,0.355, Drug Use Disorder/Mild/Uncomplicated/Except Cannabis,CPA,HCC138,138,cmshcc_v28_py2026
CPA_HCC139,0.308, Alcohol Use Disorder/Moderate/Severe/Alcohol Use with Specified Non-Psychotic Complications,CPA,HCC139,139,cmshcc_v28_py2026
CPA_HCC151,0.501, Schizophrenia,CPA,HCC151,151,cmshcc_v28_py2026
CPA_HCC152,0.501, Psychosis/Except Schizophrenia,CPA,HCC152,152,cmshcc_v28_py2026
CPA_HCC153,0.464, Personality Disorders; Anorexia/Bulimia Nervosa,CPA,HCC153,153,cmshcc_v28_py2026
CPA_HCC154,0.314, Bipolar Disorders without Psychosis,CPA,HCC154,154,cmshcc_v28_py2026
CPA_HCC155,0.269, Major Depression/Moderate or Severe/without Psychosis,CPA,HCC155,155,cmshcc_v28_py2026
CPA_HCC180,1.311, Quadriplegia,CPA,HCC180,180,cmshcc_v28_py2026
CPA_HCC181,0.883, Paraplegia,CPA,HCC181,181,cmshcc_v28_py2026
CPA_HCC182,0.401, Spinal Cord Disorders/Injuries,CPA,HCC182,182,cmshcc_v28_py2026
CPA_HCC190,0.640, Amyotrophic Lateral Sclerosis and Other Motor Neuron Disease/Spinal Muscular Atrophy,CPA,HCC190,190,cmshcc_v28_py2026
CPA_HCC191,0.840, Quadriplegic Cerebral Palsy,CPA,HCC191,191,cmshcc_v28_py2026
CPA_HCC192,0.220, Cerebral Palsy/Except Quadriplegic,CPA,HCC192,192,cmshcc_v28_py2026
CPA_HCC193,1.149, Chronic Inflammatory Demyelinating Polyneuritis and Multifocal Motor Neuropathy,CPA,HCC193,193,cmshcc_v28_py2026
CPA_HCC195,2.690, Myasthenia Gravis with (Acute) Exacerbation,CPA,HCC195,195,cmshcc_v28_py2026
CPA_HCC196,0.427, Myasthenia Gravis without (Acute) Exacerbation and Other Myoneural Disorders,CPA,HCC196,196,cmshcc_v28_py2026
CPA_HCC197,0.162, Muscular Dystrophy,CPA,HCC197,197,cmshcc_v28_py2026
CPA_HCC198,0.569, Multiple Sclerosis,CPA,HCC198,198,cmshcc_v28_py2026
CPA_HCC199,0.474, Parkinson and Other Degenerative Disease of Basal Ganglia,CPA,HCC199,199,cmshcc_v28_py2026
CPA_HCC200,0.050, Friedreich and Other Hereditary Ataxias; Huntington Disease,CPA,HCC200,200,cmshcc_v28_py2026
CPA_HCC201,0.245, Seizure Disorders and Convulsions,CPA,HCC201,201,cmshcc_v28_py2026
CPA_HCC202,0.549, Coma/Brain Compression/Anoxic Damage,CPA,HCC202,202,cmshcc_v28_py2026
CPA_HCC211,1.022, Respirator Dependence/Tracheostomy Status/Complications,CPA,HCC211,211,cmshcc_v28_py2026
CPA_HCC212,0.409, Respiratory Arrest,CPA,HCC212,212,cmshcc_v28_py2026
CPA_HCC213,0.409, Cardio-Respiratory Failure and Shock,CPA,HCC213,213,cmshcc_v28_py2026
CPA_HCC221,0.880, Heart Transplant Status/Complications,CPA,HCC221,221,cmshcc_v28_py2026
CPA_HCC222,3.009, End-Stage Heart Failure,CPA,HCC222,222,cmshcc_v28_py2026
CPA_HCC223,3.009, Heart Failure with Heart Assist Device/Artificial Heart,CPA,HCC223,223,cmshcc_v28_py2026
CPA_HCC224,0.311, Acute on Chronic Heart Failure,CPA,HCC224,224,cmshcc_v28_py2026
CPA_HCC225,0.311, Acute Heart Failure (Excludes Acute on Chronic),CPA,HCC225,225,cmshcc_v28_py2026
CPA_HCC226,0.311, Heart Failure/Except End-Stage and Acute,CPA,HCC226,226,cmshcc_v28_py2026
CPA_HCC227,0.145, Cardiomyopathy/Myocarditis,CPA,HCC227,227,cmshcc_v28_py2026
CPA_HCC228,0.324, Acute Myocardial Infarction,CPA,HCC228,228,cmshcc_v28_py2026
CPA_HCC229,0.278, Unstable Angina and Other Acute Ischemic Heart Disease,CPA,HCC229,229,cmshcc_v28_py2026
CPA_HCC238,0.293, Specified Heart Arrhythmias,CPA,HCC238,238,cmshcc_v28_py2026
CPA_HCC248,0.313, Intracranial Hemorrhage,CPA,HCC248,248,cmshcc_v28_py2026
CPA_HCC249,0.299, Ischemic or Unspecified Stroke,CPA,HCC249,249,cmshcc_v28_py2026
CPA_HCC253,0.437, Hemiplegia/Hemiparesis,CPA,HCC253,253,cmshcc_v28_py2026
CPA_HCC254,0.290, Monoplegia/Other Paralytic Syndromes,CPA,HCC254,254,cmshcc_v28_py2026
CPA_HCC263,1.007, Atherosclerosis of Arteries of the Extremities with Ulceration or Gangrene,CPA,HCC263,263,cmshcc_v28_py2026
CPA_HCC264,0.513, Vascular Disease with Complications,CPA,HCC264,264,cmshcc_v28_py2026
CPA_HCC267,0.338, Deep Vein Thrombosis and Pulmonary Embolism,CPA,HCC267,267,cmshcc_v28_py2026
CPA_HCC276,2.961, Lung Transplant Status/Complications,CPA,HCC276,276,cmshcc_v28_py2026
CPA_HCC277,0.650, Cystic Fibrosis,CPA,HCC277,277,cmshcc_v28_py2026
CPA_HCC278,0.650, Idiopathic Pulmonary Fibrosis and Lung Involvement in Systemic Sclerosis,CPA,HCC278,278,cmshcc_v28_py2026
CPA_HCC279,0.650, Severe Persistent Asthma,CPA,HCC279,279,cmshcc_v28_py2026
CPA_HCC280,0.321, Chronic Obstructive Pulmonary Disease/Interstitial Lung Disorders/and Other Chronic Lung Disorders,CPA,HCC280,280,cmshcc_v28_py2026
CPA_HCC282,0.409, Aspiration and Specified Bacterial Pneumonias,CPA,HCC282,282,cmshcc_v28_py2026
CPA_HCC283,0.000, Empyema/Lung Abscess,CPA,HCC283,283,cmshcc_v28_py2026
CPA_HCC298,0.327, Severe Diabetic Eye Disease/Retinal Vein Occlusion/and Vitreous Hemorrhage,CPA,HCC298,298,cmshcc_v28_py2026
CPA_HCC300,0.459, Exudative Macular Degeneration,CPA,HCC300,300,cmshcc_v28_py2026
CPA_HCC326,0.965, Chronic Kidney Disease/Stage 5,CPA,HCC326,326,cmshcc_v28_py2026
CPA_HCC327,0.484, Chronic Kidney Disease/Severe (Stage 4),CPA,HCC327,327,cmshcc_v28_py2026
CPA_HCC328,0.140, Chronic Kidney Disease/Moderate (Stage 3B),CPA,HCC328,328,cmshcc_v28_py2026
CPA_HCC329,0.140, Chronic Kidney Disease/Moderate (Stage 3/Except 3B),CPA,HCC329,329,cmshcc_v28_py2026
CPA_HCC379,2.349, Pressure Ulcer of Skin with Necrosis Through to Muscle/Tendon/Bone,CPA,HCC379,379,cmshcc_v28_py2026
CPA_HCC380,1.268, Chronic Ulcer of Skin/Except Pressure/Through to Bone or Muscle,CPA,HCC380,380,cmshcc_v28_py2026
CPA_HCC381,1.136, Pressure Ulcer of Skin with Full Thickness Skin Loss,CPA,HCC381,381,cmshcc_v28_py2026
CPA_HCC382,0.845, Pressure Ulcer of Skin with Partial Thickness Skin Loss,CPA,HCC382,382,cmshcc_v28_py2026
