name,coeff,label,segment,term,hcc,source_version
INS_HCC193,0.913, Chronic Inflammatory Demyelinating Polyneuritis and Multifocal Motor Neuropathy,INS,HCC193,193,cmshcc_v28_py2026
INS_HCC195,1.837, Myasthenia Gravis with (Acute) Exacerbation,INS,HCC195,195,cmshcc_v28_py2026
INS_HCC196,0.486, Myasthenia Gravis without (Acute) Exacerbation and Other Myoneural Disorders,INS,HCC196,196,cmshcc_v28_py2026
INS_HCC197,0.292, Muscular Dystrophy,INS,HCC197,197,cmshcc_v28_py2026
INS_HCC198,0.226, Multiple Sclerosis,INS,HCC198,198,cmshcc_v28_py2026
INS_HCC199,0.219, Parkinson and Other Degenerative Disease of Basal Ganglia,INS,HCC199,199,cmshcc_v28_py2026
INS_HCC200,0.000, Friedreich and Other Hereditary Ataxias; Huntington Disease,INS,HCC200,200,cmshcc_v28_py2026
INS_HCC201,0.131, Seizure Disorders and Convulsions,INS,HCC201,201,cmshcc_v28_py2026
INS_HCC202,0.097, Coma/Brain Compression/Anoxic Damage,INS,HCC202,202,cmshcc_v28_py2026
INS_HCC211,1.570, Respirator Dependence/Tracheostomy Status/Complications,INS,HCC211,211,cmshcc_v28_py2026
INS_HCC212,0.258, Respiratory Arrest,INS,HCC212,212,cmshcc_v28_py2026
INS_HCC213,0.258, Cardio-Respiratory Failure and Shock,INS,HCC213,213,cmshcc_v28_py2026
INS_HCC221,0.840, Heart Transplant Status/Complications,INS,HCC221,221,cmshcc_v28_py2026
INS_HCC222,0.826, End-Stage Heart Failure,INS,HCC222,222,cmshcc_v28_py2026
INS_HCC223,0.826, Heart Failure with Heart Assist Device/Artificial Heart,INS,HCC223,223,cmshcc_v28_py2026
INS_HCC224,0.217, Acute on Chronic Heart Failure,INS,HCC224,224,cmshcc_v28_py2026
INS_HCC225,0.217, Acute Heart Failure (Excludes Acute on Chronic),INS,HCC225,225,cmshcc_v28_py2026
INS_HCC226,0.217, Heart Failure/Except End-Stage and Acute,INS,HCC226,226,cmshcc_v28_py2026
INS_HCC227,0.189, Cardiomyopathy/Myocarditis,INS,HCC227,227,cmshcc_v28_py2026
INS_HCC228,0.310, Acute Myocardial Infarction,INS,HCC228,228,cmshcc_v28_py2026
INS_HCC229,0.310, Unstable Angina and Other Acute Ischemic Heart Disease,INS,HCC229,229,cmshcc_v28_py2026
INS_HCC238,0.245, Specified Heart Arrhythmias,INS,HCC238,238,cmshcc_v28_py2026
INS_HCC248,0.081, Intracranial Hemorrhage,INS,HCC248,248,cmshcc_v28_py2026
INS_HCC249,0.081, Ischemic or Unspecified Stroke,INS,HCC249,249,cmshcc_v28_py2026
INS_HCC253,0.000, Hemiplegia/Hemiparesis,INS,HCC253,253,cmshcc_v28_py2026
INS_HCC254,0.000, Monoplegia/Other Paralytic Syndromes,INS,HCC254,254,cmshcc_v28_py2026
INS_HCC263,0.696, Atherosclerosis of Arteries of the Extremities with Ulceration or Gangrene,INS,HCC263,263,cmshcc_v28_py2026
INS_HCC264,0.338, Vascular Disease with Complications,INS,HCC264,264,cmshcc_v28_py2026
INS_HCC267,0.245, Deep Vein Thrombosis and Pulmonary Embolism,INS,HCC267,267,cmshcc_v28_py2026
INS_HCC276,3.085, Lung Transplant Status/Complications,INS,HCC276,276,cmshcc_v28_py2026
INS_HCC277,0.873, Cystic Fibrosis,INS,HCC277,277,cmshcc_v28_py2026
INS_HCC278,0.873, Idiopathic Pulmonary Fibrosis and Lung Involvement in Systemic Sclerosis,INS,HCC278,278,cmshcc_v28_py2026
INS_HCC279,0.873, Severe Persistent Asthma,INS,HCC279,279,cmshcc_v28_py2026
INS_HCC280,0.312, Chronic Obstructive Pulmonary Disease/Interstitial Lung Disorders/and Other Chronic Lung Disorders,INS,HCC280,280,cmshcc_v28_py2026
INS_HCC282,0.353, Aspiration and Specified Bacterial Pneumonias,INS,HCC282,282,cmshcc_v28_py2026
INS_HCC283,0.000, Empyema/Lung Abscess,INS,HCC283,283,cmshcc_v28_py2026
INS_HCC298,0.545, Severe Diabetic Eye Disease/Retinal Vein Occlusion/and Vitreous Hemorrhage,INS,HCC298,298,cmshcc_v28_py2026
INS_HCC300,0.196, Exudative Macular Degeneration,INS,HCC300,300,cmshcc_v28_py2026
INS_HCC326,0.958, Chronic Kidney Disease/Stage 5,INS,HCC326,326,cmshcc_v28_py2026
INS_HCC327,0.462, Chronic Kidney Disease/Severe (Stage 4),INS,HCC327,327,cmshcc_v28_py2026
INS_HCC328,0.145, Chronic Kidney Disease/Moderate (Stage 3B),INS,HCC328,328,cmshcc_v28_py2026
INS_HCC329,0.145, Chronic Kidney Disease/Moderate (Stage 3/Except 3B),INS,HCC329,329,cmshcc_v28_py2026
INS_HCC379,1.420, Pressure Ulcer of Skin with Necrosis Through to Muscle/Tendon/Bone,INS,HCC379,379,cmshcc_v28_py2026
INS_HCC380,0.839, Chronic Ulcer of Skin/Except Pressure/Through to Bone or Muscle,INS,HCC380,380,cmshcc_v28_py2026
INS_HCC381,0.423, Pressure Ulcer of Skin with Full Thickness Skin Loss,INS,HCC381,381,cmshcc_v28_py2026
INS_HCC382,0.343, Pressure Ulcer of Skin with Partial Thickness Skin Loss,INS,HCC382,382,cmshcc_v28_py2026
INS_HCC383,0.343, Chronic Ulcer of Skin/Except Pressure/Not Specified as Through to Bone or Muscle,INS,HCC383,383,cmshcc_v28_py2026
INS_HCC385,0.000, Severe Skin Burn,INS,HCC385,385,cmshcc_v28_py2026
INS_HCC387,0.125, Pemphigus/Pemphigoid/and Other Specified Autoimmune Skin Disorders,INS,HCC387,387,cmshcc_v28_py2026
INS_HCC397,0.085, Major Head Injury with Loss of Consciousness > 1 Hour,INS,HCC397,397,cmshcc_v28_py2026
INS_HCC398,0.085, Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,INS,HCC398,398,cmshcc_v28_py2026
INS_HCC399,0.085, Major Head Injury without Loss of Consciousness,INS,HCC399,399,cmshcc_v28_py2026
INS_HCC401,0.231, Vertebral Fractures without Spinal Cord Injury,INS,HCC401,401,cmshcc_v28_py2026
INS_HCC402,0.089, Hip Fracture/Dislocation,INS,HCC402,402,cmshcc_v28_py2026
INS_HCC405,0.284, Traumatic Amputations and Complications,INS,HCC405,405,cmshcc_v28_py2026
INS_HCC409,0.284, Amputation Status/Lower Limb/Amputation Complications,INS,HCC409,409,cmshcc_v28_py2026
INS_HCC454,1.596, Stem Cell/Including Bone Marrow/Transplant Status/Complications,INS,HCC454,454,cmshcc_v28_py2026
INS_HCC463,0.634, Artificial Openings for Feeding or Elimination,INS,HCC463,463,cmshcc_v28_py2026
INS_DIABETES_HF_V28,0.209, Diabetes*Heart Failure,INS,DIABETES_HF_V28,,cmshcc_v28_py2026
INS_HF_CHR_LUNG_V28,0.145, Heart Failure*Chronic Lung Disorder,INS,HF_CHR_LUNG_V28,,cmshcc_v28_py2026
INS_HF_KIDNEY_V28,0.000, Heart Failure*Kidney,INS,HF_KIDNEY_V28,,cmshcc_v28_py2026
INS_CHR_LUNG_CARD_RESP_FAIL_V28,0.331, Chronic Lung Disorder*Cardiorespiratory Failure,INS,CHR_LUNG_CARD_RESP_FAIL_V28,,cmshcc_v28_py2026
INS_DISABLED_CANCER_V28,0.367, Disabled/Cancer,INS,DISABLED_CANCER_V28,,cmshcc_v28_py2026
INS_DISABLED_NEURO_V28,0.154, Disabled/Neurological,INS,DISABLED_NEURO_V28,,cmshcc_v28_py2026
INS_DISABLED_HF_V28,0.488, Disabled/Heart Failure,INS,DISABLED_HF_V28,,cmshcc_v28_py2026
INS_DISABLED_CHR_LUNG_V28,0.278, Disabled/Chronic Lung Disorder,INS,DISABLED_CHR_LUNG_V28,,cmshcc_v28_py2026
INS_DISABLED_ULCER_V28,0.537, Disabled/Skin Ulcer,INS,DISABLED_ULCER_V28,,cmshcc_v28_py2026
INS_D1,0.000, 1 payment HCC,INS,D1,,cmshcc_v28_py2026
INS_D2,0.000, 2 payment HCCs,INS,D2,,cmshcc_v28_py2026
INS_D3,0.000, 3 payment HCCs,INS,D3,,cmshcc_v28_py2026
INS_D4,0.000, 4 payment HCCs,INS,D4,,cmshcc_v28_py2026
INS_D5,0.000, 5 payment HCCs,INS,D5,,cmshcc_v28_py2026
INS_D6,0.000, 6 payment HCCs,INS,D6,,cmshcc_v28_py2026
INS_D7,0.000, 7 payment HCCs,INS,D7,,cmshcc_v28_py2026
INS_D8,0.000, 8 payment HCCs,INS,D8,,cmshcc_v28_py2026
INS_D9,0.000, 9 payment HCCs,INS,D9,,cmshcc_v28_py2026
INS_D10P,0.373, 10 or more payment HCCs,INS,D10P,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEF0_34,0.711, Baseline  Neither Medicaid nor Originally Disabled Female 0-34,NE,NMCAID_NORIGDIS_NEF0_34,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEF35_44,0.950, Baseline  Neither Medicaid nor Originally Disabled Female 35-44,NE,NMCAID_NORIGDIS_NEF35_44,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEF45_54,1.155, Baseline  Neither Medicaid nor Originally Disabled Female 45-54,NE,NMCAID_NORIGDIS_NEF45_54,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEF55_59,1.152, Baseline  Neither Medicaid nor Originally Disabled Female 55-59,NE,NMCAID_NORIGDIS_NEF55_59,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEF60_64,1.212, Baseline  Neither Medicaid nor Originally Disabled Female 60-64,NE,NMCAID_NORIGDIS_NEF60_64,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEF65,0.532, Baseline  Neither Medicaid nor Originally Disabled Female 65,NE,NMCAID_NORIGDIS_NEF65,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEF66,0.532, Baseline  Neither Medicaid nor Originally Disabled Female 66,NE,NMCAID_NORIGDIS_NEF66,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEF67,0.557, Baseline  Neither Medicaid nor Originally Disabled Female 67,NE,NMCAID_NORIGDIS_NEF67,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEF68,0.584, Baseline  Neither Medicaid nor Originally Disabled Female 68,NE,NMCAID_NORIGDIS_NEF68,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEF69,0.625, Baseline  Neither Medicaid nor Originally Disabled Female 69,NE,NMCAID_NORIGDIS_NEF69,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEF70_74,0.694, Baseline  Neither Medicaid nor Originally Disabled Female 70-74,NE,NMCAID_NORIGDIS_NEF70_74,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEF75_79,0.901, Baseline  Neither Medicaid nor Originally Disabled Female 75-79,NE,NMCAID_NORIGDIS_NEF75_79,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEF80_84,0.988, Baseline  Neither Medicaid nor Originally Disabled Female 80-84,NE,NMCAID_NORIGDIS_NEF80_84,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEF85_89,1.287, Baseline  Neither Medicaid nor Originally Disabled Female 85-89,NE,NMCAID_NORIGDIS_NEF85_89,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEF90_94,1.287, Baseline  Neither Medicaid nor Originally Disabled Female 90-94,NE,NMCAID_NORIGDIS_NEF90_94,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEF95_GT,1.287, Baseline  Neither Medicaid nor Originally Disabled Female 95+,NE,NMCAID_NORIGDIS_NEF95_GT,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEM0_34,0.409, Baseline  Neither Medicaid nor Originally Disabled Male 0-34,NE,NMCAID_NORIGDIS_NEM0_34,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEM35_44,0.669, Baseline  Neither Medicaid nor Originally Disabled Male 35-44,NE,NMCAID_NORIGDIS_NEM35_44,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEM45_54,0.906, Baseline  Neither Medicaid nor Originally Disabled Male 45-54,NE,NMCAID_NORIGDIS_NEM45_54,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEM55_59,0.984, Baseline  Neither Medicaid nor Originally Disabled Male 55-59,NE,NMCAID_NORIGDIS_NEM55_59,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEM60_64,1.057, Baseline  Neither Medicaid nor Originally Disabled Male 60-64,NE,NMCAID_NORIGDIS_NEM60_64,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEM65,0.567, Baseline  Neither Medicaid nor Originally Disabled Male 65,NE,NMCAID_NORIGDIS_NEM65,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEM66,0.576, Baseline  Neither Medicaid nor Originally Disabled Male 66,NE,NMCAID_NORIGDIS_NEM66,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEM67,0.617, Baseline  Neither Medicaid nor Originally Disabled Male 67,NE,NMCAID_NORIGDIS_NEM67,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEM68,0.678, Baseline  Neither Medicaid nor Originally Disabled Male 68,NE,NMCAID_NORIGDIS_NEM68,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEM69,0.684, Baseline  Neither Medicaid nor Originally Disabled Male 69,NE,NMCAID_NORIGDIS_NEM69,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEM70_74,0.808, Baseline  Neither Medicaid nor Originally Disabled Male 70-74,NE,NMCAID_NORIGDIS_NEM70_74,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEM75_79,1.049, Baseline  Neither Medicaid nor Originally Disabled Male 75-79,NE,NMCAID_NORIGDIS_NEM75_79,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEM80_84,1.245, Baseline  Neither Medicaid nor Originally Disabled Male 80-84,NE,NMCAID_NORIGDIS_NEM80_84,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEM85_89,1.516, Baseline  Neither Medicaid nor Originally Disabled Male 85-89,NE,NMCAID_NORIGDIS_NEM85_89,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEM90_94,1.516, Baseline  Neither Medicaid nor Originally Disabled Male 90-94,NE,NMCAID_NORIGDIS_NEM90_94,,cmshcc_v28_py2026
NE_NMCAID_NORIGDIS_NEM95_GT,1.516, Baseline  Neither Medicaid nor Originally Disabled Male 95+,NE,NMCAID_NORIGDIS_NEM95_GT,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEF0_34,1.025, Medicaid Only  Not Originally Disabled Female 0-34,NE,MCAID_NORIGDIS_NEF0_34,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEF35_44,1.303, Medicaid Only  Not Originally Disabled Female 35-44,NE,MCAID_NORIGDIS_NEF35_44,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEF45_54,1.415, Medicaid Only  Not Originally Disabled Female 45-54,NE,MCAID_NORIGDIS_NEF45_54,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEF55_59,1.289, Medicaid Only  Not Originally Disabled Female 55-59,NE,MCAID_NORIGDIS_NEF55_59,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEF60_64,1.396, Medicaid Only  Not Originally Disabled Female 60-64,NE,MCAID_NORIGDIS_NEF60_64,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEF65,0.986, Medicaid Only  Not Originally Disabled Female 65,NE,MCAID_NORIGDIS_NEF65,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEF66,0.990, Medicaid Only  Not Originally Disabled Female 66,NE,MCAID_NORIGDIS_NEF66,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEF67,1.004, Medicaid Only  Not Originally Disabled Female 67,NE,MCAID_NORIGDIS_NEF67,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEF68,1.004, Medicaid Only  Not Originally Disabled Female 68,NE,MCAID_NORIGDIS_NEF68,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEF69,1.004, Medicaid Only  Not Originally Disabled Female 69,NE,MCAID_NORIGDIS_NEF69,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEF70_74,1.043, Medicaid Only  Not Originally Disabled Female 70-74,NE,MCAID_NORIGDIS_NEF70_74,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEF75_79,1.128, Medicaid Only  Not Originally Disabled Female 75-79,NE,MCAID_NORIGDIS_NEF75_79,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEF80_84,1.342, Medicaid Only  Not Originally Disabled Female 80-84,NE,MCAID_NORIGDIS_NEF80_84,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEF85_89,1.563, Medicaid Only  Not Originally Disabled Female 85-89,NE,MCAID_NORIGDIS_NEF85_89,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEF90_94,1.712, Medicaid Only  Not Originally Disabled Female 90-94,NE,MCAID_NORIGDIS_NEF90_94,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEF95_GT,1.712, Medicaid Only  Not Originally Disabled Female 95+,NE,MCAID_NORIGDIS_NEF95_GT,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEM0_34,0.738, Medicaid Only  Not Originally Disabled Male 0-34,NE,MCAID_NORIGDIS_NEM0_34,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEM35_44,1.264, Medicaid Only  Not Originally Disabled Male 35-44,NE,MCAID_NORIGDIS_NEM35_44,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEM45_54,1.420, Medicaid Only  Not Originally Disabled Male 45-54,NE,MCAID_NORIGDIS_NEM45_54,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEM55_59,1.477, Medicaid Only  Not Originally Disabled Male 55-59,NE,MCAID_NORIGDIS_NEM55_59,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEM60_64,1.542, Medicaid Only  Not Originally Disabled Male 60-64,NE,MCAID_NORIGDIS_NEM60_64,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEM65,1.182, Medicaid Only  Not Originally Disabled Male 65,NE,MCAID_NORIGDIS_NEM65,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEM66,1.234, Medicaid Only  Not Originally Disabled Male 66,NE,MCAID_NORIGDIS_NEM66,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEM67,1.319, Medicaid Only  Not Originally Disabled Male 67,NE,MCAID_NORIGDIS_NEM67,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEM68,1.367, Medicaid Only  Not Originally Disabled Male 68,NE,MCAID_NORIGDIS_NEM68,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEM69,1.455, Medicaid Only  Not Originally Disabled Male 69,NE,MCAID_NORIGDIS_NEM69,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEM70_74,1.455, Medicaid Only  Not Originally Disabled Male 70-74,NE,MCAID_NORIGDIS_NEM70_74,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEM75_79,1.455, Medicaid Only  Not Originally Disabled Male 75-79,NE,MCAID_NORIGDIS_NEM75_79,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEM80_84,1.503, Medicaid Only  Not Originally Disabled Male 80-84,NE,MCAID_NORIGDIS_NEM80_84,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEM85_89,1.682, Medicaid Only  Not Originally Disabled Male 85-89,NE,MCAID_NORIGDIS_NEM85_89,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEM90_94,1.981, Medicaid Only  Not Originally Disabled Male 90-94,NE,MCAID_NORIGDIS_NEM90_94,,cmshcc_v28_py2026
NE_MCAID_NORIGDIS_NEM95_GT,1.981, Medicaid Only  Not Originally Disabled Male 95+,NE,MCAID_NORIGDIS_NEM95_GT,,cmshcc_v28_py2026
NE_NMCAID_ORIGDIS_NEF65,1.212, Originally Disabled Only  Not Medicaid Female 65,NE,NMCAID_ORIGDIS_NEF65,,cmshcc_v28_py2026
NE_NMCAID_ORIGDIS_NEF66,1.276, Originally Disabled Only  Not Medicaid Female 66,NE,NMCAID_ORIGDIS_NEF66,,cmshcc_v28_py2026
NE_NMCAID_ORIGDIS_NEF67,1.276, Originally Disabled Only  Not Medicaid Female 67,NE,NMCAID_ORIGDIS_NEF67,,cmshcc_v28_py2026
NE_NMCAID_ORIGDIS_NEF68,1.276, Originally Disabled Only  Not Medicaid Female 68,NE,NMCAID_ORIGDIS_NEF68,,cmshcc_v28_py2026
NE_NMCAID_ORIGDIS_NEF69,1.276, Originally Disabled Only  Not Medicaid Female 69,NE,NMCAID_ORIGDIS_NEF69,,cmshcc_v28_py2026
NE_NMCAID_ORIGDIS_NEF70_74,1.276, Originally Disabled Only  Not Medicaid Female 70-74,NE,NMCAID_ORIGDIS_NEF70_74,,cmshcc_v28_py2026
NE_NMCAID_ORIGDIS_NEF75_79,1.276, Originally Disabled Only  Not Medicaid Female 75-79,NE,NMCAID_ORIGDIS_NEF75_79,,cmshcc_v28_py2026
NE_NMCAID_ORIGDIS_NEF80_84,1.276, Originally Disabled Only  Not Medicaid Female 80-84,NE,NMCAID_ORIGDIS_NEF80_84,,cmshcc_v28_py2026
NE_NMCAID_ORIGDIS_NEF85_89,1.287, Originally Disabled Only  Not Medicaid Female 85-89,NE,NMCAID_ORIGDIS_NEF85_89,,cmshcc_v28_py2026
NE_NMCAID_ORIGDIS_NEF90_94,1.287, Originally Disabled Only  Not Medicaid Female 90-94,NE,NMCAID_ORIGDIS_NEF90_94,,cmshcc_v28_py2026
NE_NMCAID_ORIGDIS_NEF95_GT,1.287, Originally Disabled Only  Not Medicaid Female 95+,NE,NMCAID_ORIGDIS_NEF95_GT,,cmshcc_v28_py2026
NE_NMCAID_ORIGDIS_NEM65,1.057, Originally Disabled Only  Not Medicaid Male 65,NE,NMCAID_ORIGDIS_NEM65,,cmshcc_v28_py2026
NE_NMCAID_ORIGDIS_NEM66,1.155, Originally Disabled Only  Not Medicaid Male 66,NE,NMCAID_ORIGDIS_NEM66,,cmshcc_v28_py2026
NE_NMCAID_ORIGDIS_NEM67,1.155, Originally Disabled Only  Not Medicaid Male 67,NE,NMCAID_ORIGDIS_NEM67,,cmshcc_v28_py2026
NE_NMCAID_ORIGDIS_NEM68,1.155, Originally Disabled Only  Not Medicaid Male 68,NE,NMCAID_ORIGDIS_NEM68,,cmshcc_v28_py2026
NE_NMCAID_ORIGDIS_NEM69,1.297, Originally Disabled Only  Not Medicaid Male 69,NE,NMCAID_ORIGDIS_NEM69,,cmshcc_v28_py2026
NE_NMCAID_ORIGDIS_NEM70_74,1.297, Originally Disabled Only  Not Medicaid Male 70-74,NE,NMCAID_ORIGDIS_NEM70_74,,cmshcc_v28_py2026
NE_NMCAID_ORIGDIS_NEM75_79,1.297, Originally Disabled Only  Not Medicaid Male 75-79,NE,NMCAID_ORIGDIS_NEM75_79,,cmshcc_v28_py2026
NE_NMCAID_ORIGDIS_NEM80_84,1.297, Originally Disabled Only  Not Medicaid Male 80-84,NE,NMCAID_ORIGDIS_NEM80_84,,cmshcc_v28_py2026
NE_NMCAID_ORIGDIS_NEM85_89,1.516, Originally Disabled Only  Not Medicaid Male 85-89,NE,NMCAID_ORIGDIS_NEM85_89,,cmshcc_v28_py2026
NE_NMCAID_ORIGDIS_NEM90_94,1.516, Originally Disabled Only  Not Medicaid Male 90-94,NE,NMCAID_ORIGDIS_NEM90_94,,cmshcc_v28_py2026
NE_NMCAID_ORIGDIS_NEM95_GT,1.516, Originally Disabled Only  Not Medicaid Male 95+,NE,NMCAID_ORIGDIS_NEM95_GT,,cmshcc_v28_py2026
NE_MCAID_ORIGDIS_NEF65,1.599, Medicaid and Originally Disabled Female 65,NE,MCAID_ORIGDIS_NEF65,,cmshcc_v28_py2026
NE_MCAID_ORIGDIS_NEF66,1.599, Medicaid and Originally Disabled Female 66,NE,MCAID_ORIGDIS_NEF66,,cmshcc_v28_py2026
NE_MCAID_ORIGDIS_NEF67,1.599, Medicaid and Originally Disabled Female 67,NE,MCAID_ORIGDIS_NEF67,,cmshcc_v28_py2026
NE_MCAID_ORIGDIS_NEF68,2.021, Medicaid and Originally Disabled Female 68,NE,MCAID_ORIGDIS_NEF68,,cmshcc_v28_py2026
NE_MCAID_ORIGDIS_NEF69,2.021, Medicaid and Originally Disabled Female 69,NE,MCAID_ORIGDIS_NEF69,,cmshcc_v28_py2026
NE_MCAID_ORIGDIS_NEF70_74,2.021, Medicaid and Originally Disabled Female 70-74,NE,MCAID_ORIGDIS_NEF70_74,,cmshcc_v28_py2026
NE_MCAID_ORIGDIS_NEF75_79,2.021, Medicaid and Originally Disabled Female 75-79,NE,MCAID_ORIGDIS_NEF75_79,,cmshcc_v28_py2026
NE_MCAID_ORIGDIS_NEF80_84,2.021, Medicaid and Originally Disabled Female 80-84,NE,MCAID_ORIGDIS_NEF80_84,,cmshcc_v28_py2026
NE_MCAID_ORIGDIS_NEF85_89,2.021, Medicaid and Originally Disabled Female 85-89,NE,MCAID_ORIGDIS_NEF85_89,,cmshcc_v28_py2026
NE_MCAID_ORIGDIS_NEF90_94,2.021, Medicaid and Originally Disabled Female 90-94,NE,MCAID_ORIGDIS_NEF90_94,,cmshcc_v28_py2026
NE_MCAID_ORIGDIS_NEF95_GT,2.021, Medicaid and Originally Disabled Female 95+,NE,MCAID_ORIGDIS_NEF95_GT,,cmshcc_v28_py2026
NE_MCAID_ORIGDIS_NEM65,1.727, Medicaid and Originally Disabled Male 65,NE,MCAID_ORIGDIS_NEM65,,cmshcc_v28_py2026
NE_MCAID_ORIGDIS_NEM66,1.959, Medicaid and Originally Disabled Male 66,NE,MCAID_ORIGDIS_NEM66,,cmshcc_v28_py2026
NE_MCAID_ORIGDIS_NEM67,1.959, Medicaid and Originally Disabled Male 67,NE,MCAID_ORIGDIS_NEM67,,cmshcc_v28_py2026
NE_MCAID_ORIGDIS_NEM68,1.959, Medicaid and Originally Disabled Male 68,NE,MCAID_ORIGDIS_NEM68,,cmshcc_v28_py2026
NE_MCAID_ORIGDIS_NEM69,1.959, Medicaid and Originally Disabled Male 69,NE,MCAID_ORIGDIS_NEM69,,cmshcc_v28_py2026
NE_MCAID_ORIGDIS_NEM70_74,1.959, Medicaid and Originally Disabled Male 70-74,NE,MCAID_ORIGDIS_NEM70_74,,cmshcc_v28_py2026
NE_MCAID_ORIGDIS_NEM75_79,2.813, Medicaid and Originally Disabled Male 75-79,NE,MCAID_ORIGDIS_NEM75_79,,cmshcc_v28_py2026
NE_MCAID_ORIGDIS_NEM80_84,2.813, Medicaid and Originally Disabled Male 80-84,NE,MCAID_ORIGDIS_NEM80_84,,cmshcc_v28_py2026
NE_MCAID_ORIGDIS_NEM85_89,2.813, Medicaid and Originally Disabled Male 85-89,NE,MCAID_ORIGDIS_NEM85_89,,cmshcc_v28_py2026
NE_MCAID_ORIGDIS_NEM90_94,2.813, Medicaid and Originally Disabled Male 90-94,NE,MCAID_ORIGDIS_NEM90_94,,cmshcc_v28_py2026
NE_MCAID_ORIGDIS_NEM95_GT,2.813, Medicaid and Originally Disabled Male 95+,NE,MCAID_ORIGDIS_NEM95_GT,,cmshcc_v28_py2026
SNPNE_NMCAID_NORIGDIS_NEF0_34,1.332, Baseline  Neither Medicaid nor Originally Disabled Female 0-34,SNPNE,NMCAID_NORIGDIS_NEF0_34,,cmshcc_v28_py2026
SNPNE_NMCAID_NORIGDIS_NEF35_44,1.332, Baseline  Neither Medicaid nor Originally Disabled Female 35-44,SNPNE,NMCAID_NORIGDIS_NEF35_44,,cmshcc_v28_py2026
